QA_ID,법률분류,질문,답변,출처유형
QA_0400,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,甲은 개인회생절차가 종료하였음에도 면책신청을 하였습니다. 면책신청이 이유있다고 판단하는 경우 법원은 면책판단을 할 수 있나요? ,"대법원은 “채무자 회생 및 파산에 관한 법률(이하 ‘법’이라 한다) 제624조 제2항은, 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 채무자가 책임질 수 없는 사유로 인하여 변제계획에 따른 변제를 완료하지 못하였을 것(제1호), 개인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것(제2호), 변제계획의 변경이 불가능할 것(제3호)의 요건을 모두 충족한 때에는, 법원은 이해관계인의 의견을 들은 후 면책결정을 할 수 있다고 규정하고 있다. 그런데 개인회생절차가 종료한 이후 채무자에게 파산원인이 있는 경우 채무자는 파산절차를 이용할 수 있는 점, 개인회생절차가 종료한 이후에도 채무자가 개인회생절차에 따른 면책신청을 할 수 있다면 개인회생절차로 말미암은 권리행사의 제한에서 벗어난 개인회생채권자의 지위가 불안정하게 되는 점, 면책결정이나 개인회생절차폐지결정이 확정되면 개인회생절차가 종료하는 점, 면책불허가결정이 확정된 때에는 개인회생절차를 폐지하여야 하는데(법 제621조 제1항 제1호), 개인회생절차폐지결정이 확정된 후에 채무자가 면책신청을 하여 법원이 면책결정 또는 면책불허가결정을 하여야 한다면, 이미 종료한 절차가 다시 종료하거나 폐지결정을 다시 하여야 하는 모순이 발생하여 법체계에 맞지 않는 점 등에 비추어 보면, 법 제624조 제2항에 따른 면책은 개인회생절차가 계속 진행하고 있음을 전제로 한 것으로 개인회생절차가 종료하기 전까지만 신청이 가능하다고 봄이 타당하다.”고 판시하였습니다(대법원 2012. 7. 12.자 2012마811 결정). 따라서 개인회생절차가 종료하기 전까지만 면책신청이 가능할 것으로 보입니다.",사례질문답변
QA_0401,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,개인회생을 신청한 채무자가 법원이 인가한 변제계획을 중도에 이행하지 못해 법원이 회생절차폐지 결정을 내린 경우 특별면책을 신청할 수 있나요?,"대법원은 개인회생을 신청한 채무자가 법원이 인가한 변제계획을 중도에 이행하지 못해 법원이 회생절차폐지 결정을 내린 이후에는 특별면책을 신청할 수 없다고 결정하였습니다. 그 이유로 “개인회생절차가 종료한 이후에도 채무자가 개인회생절차에 따른 면책신청을 할 수 있다면 개인회생절차로 말미암은 권리행사의 제한에서 벗어난 개인회생채권자의 지위가 불안정해지고, 개인회생절차 폐지결정이 확정된 후에 채무자가 면책신청을 해 법원이 면책결정 또는 면책불허결정을 해야 한다면 이미 종료한 절차를 다시 종료하거나 폐지결정을 다시 해야 하는 모순이 발생한다”며 “특별면책은 개인회생절차가 계속 진행하고 있음을 전제로 한 것으로 개인회생절차가 종료하기 전까지만 신청이 가능하다고 봐야 한다”고 판단하였습니다(대법원 2012. 7. 12.자 2012마811 결정). 따라서 법원이 인가한 변제계획을 중도에 이행하지 못해 법원이 회생절차 폐지를 결정하였다면 특별면책도 신청할 수 없습니다.",사례질문답변
QA_0402,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,개인회생절차가 종료한 후 면책신청을 할 수 있나요?,"대법원은 “ 채무자 회생 및 파산에 관한 법률(이하 ‘법’이라 한다) 제624조 제2항 은, 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 채무자가 책임질 수 없는 사유로 인하여 변제계획에 따른 변제를 완료하지 못하였을 것(제1호), 개인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것(제2호), 변제계획의 변경이 불가능할 것(제3호)의 요건을 모두 충족한 때에는, 법원은 이해관계인의 의견을 들은 후 면책결정을 할 수 있다고 규정하고 있다. 그런데 개인회생절차가 종료한 이후 채무자에게 파산원인이 있는 경우 채무자는 파산절차를 이용할 수 있는 점, 개인회생절차가 종료한 이후에도 채무자가 개인회생절차에 따른 면책신청을 할 수 있다면 개인회생절차로 말미암은 권리행사의 제한에서 벗어난 개인회생채권자의 지위가 불안정하게 되는 점, 면책결정이나 개인회생절차폐지결정이 확정되면 개인회생절차가 종료하는 점, 면책불허가결정이 확정된 때에는 개인회생절차를 폐지하여야 하는데( 법 제621조 제1항 제1호 ), 개인회생절차폐지결정이 확정된 후에 채무자가 면책신청을 하여 법원이 면책결정 또는 면책불허가결정을 하여야 한다면, 이미 종료한 절차가 다시 종료하거나 폐지결정을 다시 하여야 하는 모순이 발생하여 법체계에 맞지 않는 점 등에 비추어 보면, 법 제624조 제2항 에 따른 면책은 개인회생절차가 계속 진행하고 있음을 전제로 한 것으로 개인회생절차가 종료하기 전까지만 신청이 가능하다고 봄이 타당하다. ”고 판시하였습니다(대법원 2012. 7. 12. 자 2012마811 결정). 따라서 개인회생절차폐지결정이 확정된 경우 개인회생절차가 종료한다 할 것이므로 면책신청도 할 수 없을 것입니다.",사례질문답변
QA_0403,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,"저는 법원으로부터 개인회생절차개시결정을 받고 변제계획에 따라 변제를 하던 중, 변제를 지체하게 되었습니다. 개인회생 절차에서 변제계획에 따라 변제를 다 하지 못한 경우에도 면책을 받을 수 있나요?","채무자가 변제계획에 따른 변제를 완료하게 되면 개인회생채권에 대하여 면책을 받게 되는데, 변제계획에 따른 변제를 완료하지 못하게 된 경우에도 일정한 요건이 갖추어지면 면책을 받을 수도 있습니다.채무자 회생 및 파산에 관한 법률 제624조 제2항은 ‘법원은 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 일정한 경우에는 이해관계인의 의견을 들은 후 면책의 결정을 할 수 있다’고 규정하고 있는바, ① 채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을 것 ② 개인회생채권자가 면책결정일까지 변제 받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당 받을 금액보다 적지 아니할 것 ③ 변제계획의 변경이 불가능할 것의 요건을 모두 갖춘 경우에 한하여 변제계획을 완전히 수행하지 못했을 경우에도 법원은 면책의 결정을 할 수 있습니다. 다만 채무자 회생 및 파산에 관한 법률 제624조 제2항에 따른 면책은 동법 제624조 제1항의 면책결정이 필수적인 것과는 달리 임의적인 것이기 때문에 채무자는 위에서 열거한 요건들이 모두 충족되었다 할지라도 반드시 면책결정을 받게 되는 것이 아닙니다. 법원은 변제계획이 이행된 정도나 기타 제반 사정을 종합적으로 고려하여 면책을 하는 것이 합당하다고 판단될 경우에 면책결정을 하게 됩니다.",사례질문답변
QA_0404,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,"저는 법원으로부터 개인회생절차개시결정을 받고 변제계획인가결정까지 받아 그 변제계획에 따라 변제를 하던 중, 변제를 지체하여 그 지체액이 10개월분에 달하게 되었고 그에 따라 인가된 변제계획을 이행할 수 없음이 명백하다는 이유로 개인회생절차 폐지결정이 있었으며 위 결정이 확정되었습니다. 이에 저는 채무자 회생 및 파산에 관한 법률 제624조 제2항에 근거해 면책신청을 하고자 합니다. 이러한 저의 면책신청이 받아들여질 수 있을까요?","채무자 회생 및 파산에 관한 법률 제624조 제2항은 ‘법원은 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 일정한 경우에는 이해관계인의 의견을 들은 후 면책의 결정을 할 수 있다’고 규정하고 있는바, ① 채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을 것 ② 개인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것 ? 변제계획의 변경이 불가능할 것의 요건을 모두 갖춘 경우에 한하여 변제계획을 완전히 수행하지 못했을 경우에도 법원은 면책의 결정을 할 수 있게 됩니다. 채무자가 책임질 수 없는 사유란, 예를 들어 실직이나 급여의 감소 등으로 총소득 자체가 감소하게 되는 경우, 본인이나 가족들의 질병, 부상 등으로 인한 의료비 지출 등을 의미합니다. 다만 위와 같은 요건이 모두 충족되었다 할지라도 반드시 면책결정을 받게 되는 것은 아닙니다. 귀하의 경우 위와 같이 채무자가 책임질 수 없는 사유가 인정되지 않는다면 면책신청이 불가능할 것으로 판단됩니다.",사례질문답변
QA_0405,개인회생>개인회생절차의인가및변제>변제계획수행(변제)>Ⅰ.변제계획에따른변제,개인회생의 변제개시일은 언제인가요?,"법은 변제계획인가일로부터 1월 이내에 변재를 개시하도록 규정하고 있으나 이는 변제개시일의 종기를 정한 것으로 해석할 수 있습니다. 이에 따라 지침은 변제계획안의 수행가능성을 소명하기 위하여 변제계획안 제출일로부터 60일 후 90일 이내에 일정한 날을 제1회로 하여 매월 일정한 날에 변제계획안상의 매월 변제액을 회생위원에게 임치할 뜻을 기재할 수 있다고 규정하고 있으며, 실무에서는 위 지침에 따라 변제개시일을 정하도록 하고 있습니다.  지침에 따른 ""일정한 날""은 채무자가 급여일 등을 감안하여 임의적으로 선택할 수 있으나, 일부 개인회생위원들은 통일적인 업무 처리를 위해 많은 채무자들이 선택하는 월 중 25일을 변제일로 선택해 줄 것을 요청하고 있습니다.",사례질문답변
QA_0406,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,개인회생 변제기간 중에  부동산을 취득하게 되는 경우 변제계획의 변경안을 제출할 의무가 있나요?,"실무상 채권자가 채무자의 부동산 취득을 원인으로 하여 변제계획변경요청서를 제출한 경우 회생위원은 채무자에게 부동산 취득경위, 부동산 매수자금 조달내역의 소명을 보정 권고합니다. 채무자의 부동산 매수자금이 제3자에 의한 자금으로 취득한 것이 소명된 경우에는 변제계획 변경의무가 있다고 보기 어려울 것이나, 증여로 판단될 경우에는 재산의 증가로 청산가치 보장을 위하여 변제계획의 변경이 필요한 경우가 있을 수 있습니다. 부동산 취득자금의 출처가 소명되지 않은 경우에는, 개인회생재단에 속하는 부동산을 새로 취득함에 따라 인가된 변제계획이 청산가치를 보장하지 못하게 되었음을 이유로 채무자에게 변제계획 변경안 제출을 권고하고나 회생위원이 직접 변제계획 변경안을 제출하여야 할 것입니다.",사례질문답변
QA_0407,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,변제기간 동안 사정이 변경되면 변제계획을 변경할 수 있나요?,"변제기간동안 소득의 증감이나 생계비 변동 등 당초 인가된 변제계획과 다른 사실관계들이 얼마든지 발생할 수 잇습니다. 이에 법은 변제계획 인가결정 이후 채무자가 변제계획에 따른 변제가 완료되기 전에는 채무자, 회생위원 또는 개인회생채권자는 인가된 변제계획의 변경안을 제출할 수 있도록 규정하고 있습니다. 채무자가 실직, 이직 등으로 급여가 감소되거나 영업을 폐지하게 되는 경우, 부양가족의 증가, 질병 또는 실직 등으로 생계비가 증대되는 경우에 이러한 사정변경이 현저하여 변제계획 인가 당시 이를 합리적으로 예상할 수 없었던 경우라면 변제계획을 변경할 필요성을 인정할 수 있으며, 따라서 개인회생위원 또는 채무자는 변제계획 변경안을 제출하여 변제계획을 변경할 수 있습니다.",사례질문답변
QA_0408,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,저는 40대 남성으로서 급여소득자로 개인회생을 신청하여 개인회생절차개시결정 및 변제계획인가결정을 받아 현재까지 변제계획을 수행해 오고 있습니다. 그런데 얼마 전 제가 다니던 회사가 매출 부진으로 폐업하는 바람에 갑자기 실직하게 되었고 현재는 다른 직장을 알아보고 있으나 특별한 기술이나 경력이 없는 관계로 취직하기가 쉽지 않은 상황입니다. 얼마 전에는 늦게 자녀를 출산하여 부양가족도 1명 늘어난 상황인데 지금 갈 수 있는 직장은 대부분 배우자와 자녀를 부양할 생계비 이상의 급여를 주는 곳은 거의 없는 실정입니다. 당장 다음달 개인회생 변제금을 내는 것이 막막한 상황인데 이러한 상황에서 제가 취할 수 있는 방법은 무엇이 있는지요?,"개인회생제도에 있어서 변제기간은 원칙적으로 5년인 바(「채무자 회생 및 파산에 관한 법률 제611조 제5항」), 이 기간 동안 소득의 증감이나 생계비 변동 등 당초 인가된 변제계획과 다른 사실관계들이 얼마든지 발생할 수 있습니다. 이에 「채무자 회생 및 파산에 관한 법률?은 변제계획 인가결정 이후 채무자가 변제계획에 따른 변제가 완료되기 전에는 채무자·회생위원 또는 개인회생채권자는 인가된 변제계획의 변경안을 제출할 수 있도록 규정하고 있습니다(같은 법 제619조 제1항).그러나 일반적으로 물가상승과 그로 인한 생계비 증대, 매년 급여의 일정한 상승 등 소득의 증감이나 생계비 변경 등이 당초 인가된 변제계획 인가 당시 합리적으로 예상할 수 있었던 범위 내의 것이라면 변제계획을 변경할 필요성은 없다고 볼 수 있으므로, 변제계획 변경안이 인가되기 위해서는 그 변경의 필요성을 소명해야 할 것입니다. 이에 대하여 같은 법은 변제계획 변경 사유에 대하여 특별히 언급하지 않고 있는데, 일반적 기준으로서 ‘변제계획 인가 당시 합리적으로 예상할 수 없었던 사정의 변경이 있는 경우’에 변제계획 변경의 필요성을 인정할 수 있다고 할 것입니다. 채무자가 실직, 이직 등으로 급여가 감소되거나 영업을 폐지하게 되는 경우, 부양가족의 증가, 질병 또는 실직 등으로 생계비가 증대되는 경우에 이러한 사정변경이 현저하여 변제계획 인가 당시 이를 합리적으로 예상할 수 없었던 경우라면 변제계획을 변경할 필요성을 인정할 수 있고 따라서 개인회생위원 또는 채무자는 변제계획 변경안을 제출하여 변제계획을 변경할 수 있습니다. 이와 반대로 채무자가 갑작스럽게 승진을 하거나 상속을 받는 등으로 인하여 급여나 재산액이 현저히 증가되어 변제계획 인가 당시 예상치 못한 사정변경이 있는 경우에는 개인회생위원 또는 개인회생채권자는 변제계획 변경안을 제출하여 변제계획을 채권자에게 유리하게 변경할 수도 있습니다. 변제계획 변경 절차는 개인회생절차개시결정 후 변제계획인가결정을 하는 절차를 준용하고 있습니다(같은 법 제619조 제2항). 따라서 변제계획 변경안은 청산가치 보장의 원칙 등 같은 법 제614조에서 정한 변제계획인가요건을 모두 충족해야 하고, 법원은 변제계획변경안을 채무자·알고 있는 개인회생채권자·채무자의 재산을 소지하고 있거나 그에게 채무를 부담하는 자에게 송달하여야 하며, 개인회생채권자 집회기일을 열어 채권자의 이의진술 기회를 제공하고 변제계획 변경안 인가 여부에 대한 결정을 하게 됩니다. 그러나 당초 변제계획 인가 당시 예상할 수 없었던 사정변경이 현저하여 변제계획의 변경을 통한 변제계획 수행이 대단히 곤란한 경우라면 채무자로서는 이와 같은 제도를 이용할 수 없게 됩니다. 이와 같이 변제계획에 따른 변제를 완료하지 못한 경우에도 같은 법은 채무자가 다음의 요건을 모두 충족하는 경우 법원은 이해관계인의 의견을 들은 후 면책결정을 할 수 있도록 규정하고 있습니다(같은 법 제624조 제2항).1.채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을 것.2.개인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것.3.변제계획의 변경이 불가능할 것.위에서 ‘채무자의 책임질 수 없는 사유’라 함은 채무자의 실직 또는 급여 감소, 영업 폐지, 부양가족의 증가 또는 질병, 실직 등으로 인한 생계비 증대 등 변제계획을 완료하지 못한 사유에 있어서 채무자에게 귀책사유가 없는 경우를 말하며, 채무자가 그 책임 있는 사유로 해고되거나 경영상의 과실로 폐업한 경우에는 일반적으로 채무자의 책임질 수 없는 사유에 해당할 수 없습니다. 또한 변제계획에 따른 변제를 완료한 경우의 면책결정이 필수적인 것(같은 법 제624조 제1항)과 달리, 채무자가 위 요건을 모두 충족하는 경우에도 법원은 반드시 면책결정을 해야 하는 것은 아닙니다(같은 법 제624조 제2항은 “....면책의 결정을 할 수 있다”라고 규정하고 있음).귀하의 경우 다시 취업하더라도 그 전과 같은 급여를 수령할 수 없고 그 급여 감소액이 당초 변제계획 인가 당시 이를 합리적으로 예상할 수 없었던 범위라면 변제계획을 변경할 필요성을 인정할 수 있으므로 변제계획 변경안을 제출하여 현재의 급여소득 및 부양가족수에 따른 생계비를 기초로 하여 변제계획을 변경할 수 있습니다.다만, 다른 직장에서의 급여가 현재 부양가족수에 따른 생계비를 하회하여 변제계획 변경을 통한 변제계획 수행이 불가능할 경우라면 면책신청을 고려해볼 수 있는 바, ①귀하의 실직이 회사의 매출부진에 따른 폐업으로 인한 것이라면 귀하에게 귀책사유가 있다고 할 수 없고 ②귀하가 지금까지 채권자들에게 변제한 금액이 귀하의 재산 환가액을 상회한다고 볼 수 있다면 법원은 재량에 따라 귀하의 면책 여부를 결정할 수 있습니다. ",사례질문답변
QA_0409,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,"저는 개인회생 중입니다. 월 변제금이 약 60만원 정도입니다. 그런데 최근에 모시고 있는 모친의 심장병으로 병원비가 많이 나가게 되었고, 저도 대학 학비가 필요한 상황입니다. 그러나 수입은 오히려 줄어들었습니다. 이때 개인회생 변제금의 변경이 가능할까요?","개인회생변제계획안인가 이후에도 채권자목록을 수정할 수는 없지만 변제계획을 변경할 수 있습니다. 특히, 채무자의 소득이 줄어드는 경우 변제계획안의 변경을 고려해볼 수 있겠습니다.이때 변경의 방법이 문제되는데, 현재 실무상 매월 납부하는 변제금의 감액은 인정되지 않고 있습니다. 하지만 변제금의 납부기간 변경(유예,연기등)은가능합니다. 지금 변제금납입이 어렵다면 변제금 납부기간의 연기를 고려하면 좋겠습니다.또한 변제금을 상당한 정도 납부했다면 법원의 특별면책도 고려할수 있겠습니다. 채무자회생 및 파산에 관한 법률 제624조 제2항은 ‘법원은 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 다음 각호의 요건이 모두 충족되는 때에는 이해관계인의 의견을 들은 후 면책의 결정을 할수 있다’고 하여 ‘1.채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을것 2.개인회생채권자가  면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것 3.변제계획의 변경이 불가능할 것’의 요건이 갖추어지는 한 면책의 결정을 할 수 있도록 하고 있습니다. 개인회생변제계획안인가이후에도채권자목록을수정할수는없지만변제계획을변경할수있습니다.특히,채무자의소득이줄어드는경우변제계획안의변경을고려해볼수있겠습니다.이때변경의방법이문제되는데,현재실무상매월납부하는변제금의감액은인정되지않고있습니다.하지만변제금의납부기간변경(유예,연기등)은가능합니다.지금변제금납입이어렵다면변제금납부기간의연기를고려하면좋겠습니다.또한변제금을상당한정도납부했다면법원에특별면책도고려할수 있겠습니다. 채무자회생 및 파산에 관한 법률 제624조 제2항은 ‘법원은 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 다음 각호의 요건이 모두 충족되는 때에는이해관계인의 의견을 들은 후 면책의 결정을 할수 있다’고 하여 ‘1.채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을것 2.개인회생채권자가  면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것 3.변제계획의 변경이 불가능할 것’의 요건이 갖추어지는 한 면책의 결정을 할 수 있도록 하고 있는 것입니다. ",사례질문답변
QA_0410,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,정년퇴직으로 퇴직금을 받았습니다. 퇴직금으로 한번에 변제를 할 수 있나요?,"일시변제 허용은 한편으로는 채권자의 이익이 되는 반면, 다른 한편으로는 채무자가 개인회생제도를 남용할 수 있어 개인회생 신청 당시의 수입 및 재산신고가 진실하였다는 것이 전제되어야 할 것으로 사료됩니다. 실무상으로는 정년퇴직에 따른 퇴직금으로 일시변제를 신청하는 경우에는 일시변제가 허용된 적이 있습니다. 그러나 단순히 소득의 증가나 직장 이직에 따른 소득 증가를 이유로 일시변제를 신청하는 경우에는 일시변제 사유가 될 수 없을 것으로 사료됩니다.",사례질문답변
QA_0411,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,채무자 소유 부동산의 가격이 변제계획 인가 당시의 가격보다 월등히 상승하였다면 변제계획 변경요건에 해당하나요?,"변제계획 인가 당시 채무자 소유 부동산의 가격이 적정하게 청산가치에 반영되었고 변제기간 중 그 가격상승이 일반인의 예측가능성 범위 내에 있다면 변제계획 변경요건에는 해당하지 않는다고 사료됩니다. 이와 관련하여 변제계획 변경요건은 가용소득의 변동이 있는 경우(수입 또는 생계비의 변동)로 한정되어 채무자 소유 부동산의 가격상승은 변제계획 변경요건에 해당하지 않는다고 주장하는 견해도 있을 수 있으나, 일반 상식에 비추어 소유 부동산 가격상승이 일반인의 예측 가능성을 뛰어넘어 급격히 상승하였다면 이 또한 변제계획 변경사유로 볼 수 있다고 사료됩니다.",사례질문답변
QA_0412,개인회생>개인회생절차의인가및변제>인가결정및효력>Ⅰ.인가결정,변제계획 인가요건이 채권자가 이의를 하는지 여부에 따라 달라지나요?,"법은 변제계획이 인가되기 위한 요건을 채권자의 이의 유무에 따라 구분하고 있습니다. 채권자의 이의가 없는 경우에는 1.변제계획이 법률의 규정에 적합할 것2.변제계획이 공정하고 형평에 맞으며 수행가능할 것3.변제계획인가 전에 납부되어야 할 비용, 수수료 그 밖의 금액이 납부되었을 것4.변제계획의 인가결정일을 기준일로 하여 평가한 개인회생채권에 대한 총변제액이 채무자가 파산하는 때에 배당받을 총액보다 적지 아니할 것(다만, 채권자가 동의한 경우에는 그러하지 아니하다)이라는 요건을 갖추면 됩니다. 그러나 채권자의 이의가 있는 경우에는 1.변제계획의 인가결정일을 기준일로 하여 평가한 이의를 진술하는 개인회생채권자에 대한 총변제액이 채무자가 파산하는 때에 배당받을 총액보다 적지 아니할 것2.채무자가 최초의 변제일부터 변제계획에서 정한 변제기간 동안 수령할 수 있는 가용소득의 전부가 변제계획에 따른 변제에 제공될 것3.변제계획의 인가결정일을 기준일로 하여 평가한 개인회생채권에 대한 총변제액이 3천만 원을 초과하지 아니하는 범위 안에서 다음 각목의 금액보다 적지 아니할 것(가-변제계획의 인가결정일을 기준으로 하여 평가한 개인회생채권의 총금액이 5천만 원 미만인 경우에는 위 총금액에 100분의 5를 곱한 금액나-변제계획의 인가결정일을 기준으로 하여 평가한 개인회생채권의 총금액이 5천만 원 이상인 경우에는 위 총금액에 100분의 3을 곱한 금액에 1백만원을 더한 금액)",사례질문답변
QA_0413,개인회생>개인회생절차의인가및변제>인가결정및효력>Ⅱ.인가결정의효력,변제계획인가결정이 있으면 채무자 회생 및 파산에 관한 법률 제600조의 규정에 의하여 중지된 회생절차 및 파산절차와 개인회생채권에 기한 강제집행 ？ 가압류 또는 가처분의 효력이 상실되는 것인가요?,"변제계획인가결정이 있는 때에는 채무자 회생 및 파산에 관한 법률 제600조의 규정에 의하여 중지된 회생절차 및 파산절차와 개인회생채권에 기한 강제집행 ? 가압류 또는 가처분은 그 효력을 잃습니다. 다만 변제계획 또는 변제계획인가결정에서 다르게 정한 때에는 그러하지 않습니다.                                                                                        그러나 담보권실행을 위한 경매절차는 인가결정에 의하여 효력이 상실되는 것이 아니라, 오히려 변제계획인가의 효력에 의하여 속행할 수 이게 됩니다. 또한 개인회생절차개시결정으로 중지된 국세징수법 또는 지방세기본법에 의한 체납처분, 국세징수의 예에 의한 체납처분 또는 조세채무담보를 위하여 제공된 물건의 처분은 인가결정이 있더라도 실효되지 않습니다. 따라서 폐지결정이 내려지기까지는 체납처분은 중지된 채로 유지되고, 채무자가 이러한 처분의 근거가 되는 조세채무를 변제계획에 따라 변제하지 않을 경우에는 개인회생절차가 폐지될 것이고 그 결과로 위 처분의 속행이 가능하게 될 것입니다.",사례질문답변
QA_0414,개인회생>개인회생절차의인가및변제>인가결정및효력>Ⅱ.인가결정의효력,"저는 46세 남성으로 버스운전기사로 일을 하고 있고, 급여는 360만 원입니다. 그런데 개인채권자가 급여에 채권압류 및 전부명령을 받아 확정되었습니다. 이 상황에서 개인회생 신청을 하면 어떻게 처리가 되나요?","채무자 회생 및 파산에 관한 법률 제616조는 전부명령에 대한 특칙으로 변제계획인가결정이 있는 때에는 채무자의 급료ㆍ연금ㆍ봉급ㆍ상여금, 그 밖에 이와 비슷한 성질을 가진 급여채권에 관하여 개인회생절차개시 전에 확정된 전부명령은 변제계획인가결정 후에 제공한 노무로 인한 부분에 대하여는 그 효력이 상실되고, 변제계획인가결정으로 인하여 전부채권자가 변제받지 못하게 되는 채권액은 개인회생채권으로 한다고 규정하여 급여채권에 전부명령이 확정된 경우에도 개인회생제도를 이용할 수 있도록 하고 있습니다.전부명령이란 채무자가 제3채무자에 대하여 가지는 압류한 금전채권을 집행채권과 집행비용청구권의 변제에 갈음하여 압류채권자에게 이전시키는 채권 강제집행의 한 방법으로서, 이러한 전부명령으로 압류채권자는 만족을 얻게되며 다른 채권자의 배당가입이 허용되지 않고 압류채권자가 우선적 변제를 받을 수 있는 것입니다.그러나 이러한 경우라도 채무자는 변제계획 인가결정이 되어 급여채권에 대한 전부명령이 실효될 것을 전제로 전부채권자를 개인회생채권자로 하여 채권자목록에 기재하되, 변제계획안의 작성에 있어서는 이를 미확정채권으로 취급한 뒤 추후 변제계획안 인가결정이 되면 채무자가 사용자로부터 변제계획 인가결정일까지 근로한 대가 상당의 임금을 계산한 확인서 및 이를 전부채권자에게 지급했다는 금융자료 등을 법원에 제출하거나 전부채권자 스스로 변제계획 인가결정까지의 노무로 인한 임금 중 압류전부금을 수령한 내역을 확인할 수 있는 금융자료를 제출하여 미확정채권을 확정채권으로 변경하게 됩니다. 따라서 변제계획 인가결정이 되면 그 이후의 급여는 전부 수령할 수 있고, 전부채권자는 채무자가 매월 납부하는 가용소득에서 변제예정액표에 따라 이를 변제받게 됩니다.",사례질문답변
QA_0415,개인회생>개인회생절차의인가및변제>인가결정및효력>Ⅱ.인가결정의효력,"저는 조그마한 중소기업체 과장으로 근무하면서 급여소득자로 생활하고 있는데 채무가 많은 탓에 급여에 채권압류 및 추심명령이 들어와 있고, 매월 압류에 따른 적립금을 모아 1년 마다 변제하고 있습니다. 이러한 상황에서 개인회생을 신청할 경우 급여 압류를 해제할 수 있다고 들었는데 저는 언제, 어떻게 급여 압류를 해제할 수 있고, 회사가 보유하고 있는 적립금과 회사가 공탁하여 법원에서 아직 배당하지 않은 공탁금은 어떻게 처리되는지요?","개인회생을 신청하여 변제계획 인가결정을 선고받으면 그 결정 정본 및 개인회생채권자목록을 첨부하여 급여채권을 압류한 집행법원에 채권압류 집행해제를 신청하여 회사로부터 압류 적립금과 향후 급여 전액을 수령할 수 있습니다. 또한 법원의 공탁금도 위 서류를 집행법원(최초 압류 집행을 한 법원, 민사집행법 제161조)에 제출하여 추가배당기일에서 배당을 받을 수 있을 것으로 보입니다. 다만 이러한 경우에도 매월 변제계획을 성실히 이행해야 하는 것으로 적립금 상당의 부담은 계속될 가능성이 높습니다.",사례질문답변
QA_0416,개인회생>개인회생절차폐지>개인회생절차폐지및효력>Ⅰ.개인회생절차폐지,개인회생절차가 변제계획인가 후 폐지된 경우에 변제계획인가결정의 효력으로 실효된 강제집행 등의 효력은 어떻게 되는 것인가요?,"개인회생절차가 변제계획인가 후 폐지된 경우에 변제계획인가결정의 효력으로 실효된 강제집행 등의 효력이 부활되는지 문제가 되는데, 이에 대하여 법은 이미 행한 변제와 개인회생절차의 규정에 의하여 생긴 효력에 영향을 미치지 아니한다고 규정하고 있습니다. 따라서 폐지 전 개인회생채권자들에 대한 변제는 채무소멸의 효력이 있으며, 실효된 강제집행 등의 효력은 다시 부활하지 않습니다. 특히, 변제계획인가결정으로 실효된 급여채권에 대한 전부명령도 다시 부활하지 않습니다.",사례질문답변
